,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,year,room_total,month
15831,2015-03-06,970000.0,4,2,3980,9209,2,11,2015,6,3
15832,2014-08-13,330000.0,4,2,2080,7000,1,8,2014,6,8
15833,2014-07-03,474000.0,3,1,1530,8000,2,7,2014,4,7
15834,2015-03-17,670000.0,4,1,1930,9310,1,9,2015,5,3
15835,2014-05-12,1300000.0,4,3,2330,9687,2,9,2014,7,5
15836,2014-07-30,1160000.0,4,2,3860,10361,2,10,2014,6,7
15837,2015-01-12,440000.0,4,2,2880,8061,2,9,2015,6,1
15838,2014-07-28,411000.0,2,2,1590,2088,2,9,2014,4,7
15839,2014-07-25,500000.0,3,1,2150,4000,1,7,2014,4,7
15840,2014-12-18,1335000.0,4,1,2300,13342,1,7,2014,5,12
15841,2014-12-15,696000.0,6,3,2900,6400,2,8,2014,9,12
15842,2014-05-06,465000.0,3,2,1970,11088,1,8,2014,5,5
15843,2014-06-16,518000.0,4,2,1740,7500,1,7,2014,6,6
15844,2014-05-09,251000.0,3,1,1220,7250,1,7,2014,4,5
15845,2015-04-30,255000.0,3,2,1290,13282,1,7,2015,5,4
15846,2014-08-20,319000.0,2,1,780,8271,1,6,2014,3,8
15847,2014-09-29,719000.0,4,2,2210,3400,1,7,2014,6,9
15848,2014-07-14,1520000.0,5,3,5930,13288,2,11,2014,8,7
15849,2015-01-09,322000.0,4,2,1950,4553,2,7,2015,6,1
15850,2015-03-05,205000.0,4,1,1340,7920,1,7,2015,5,3
15851,2015-01-13,229000.0,3,1,1590,6240,1,7,2015,4,1
15852,2014-10-30,395000.0,3,2,1780,9672,1,8,2014,5,10
15853,2015-03-26,183000.0,2,1,760,7272,1,7,2015,3,3
15854,2014-09-05,583500.0,3,1,1720,7800,1,7,2014,4,9
15855,2015-02-13,312000.0,3,2,2070,25710,1,6,2015,5,2
15856,2014-09-09,539000.0,3,1,1790,9860,1,7,2014,4,9
15857,2015-03-20,409000.0,4,2,3230,12651,2,8,2015,6,3
15858,2014-05-28,510250.0,3,1,1400,4000,1,7,2014,4,5
15859,2014-12-02,535000.0,2,2,1370,3827,1,7,2014,4,12
15860,2014-09-24,280000.0,3,2,1600,7936,2,7,2014,5,9
15861,2015-04-09,286000.0,3,1,950,8400,1,7,2015,4,4
15862,2015-03-25,710000.0,3,2,2210,7660,1,7,2015,5,3
15863,2014-07-09,395000.0,2,1,930,6380,1,7,2014,3,7
15864,2014-09-08,237500.0,2,1,810,8494,1,6,2014,3,9
15865,2015-01-21,464000.0,3,2,1630,6550,1,7,2015,5,1
15866,2014-10-21,495000.0,3,1,1770,10080,1,8,2014,4,10
15867,2015-02-17,257500.0,1,1,710,6060,1,6,2015,2,2
15868,2015-01-16,570000.0,4,3,3990,23544,1,10,2015,7,1
15869,2014-11-11,362000.0,3,2,2310,7485,2,8,2014,5,11
15870,2014-06-25,640000.0,33,1,1620,6000,1,7,2014,34,6
15871,2014-05-26,172500.0,3,1,1140,8800,1,7,2014,4,5
15872,2015-01-20,596000.0,2,1,1040,4880,1,7,2015,3,1
15873,2015-04-30,840000.0,4,2,2170,9796,1,8,2015,6,4
15874,2014-11-13,1600000.0,3,2,3370,23065,1,10,2014,5,11
15875,2014-09-12,435000.0,2,1,901,1245,3,7,2014,3,9
15876,2014-09-10,251000.0,2,1,840,7870,1,6,2014,3,9
15877,2014-11-06,282500.0,4,1,1650,9750,1,7,2014,5,11
15878,2014-10-17,265000.0,3,2,1380,7226,1,7,2014,5,10
15879,2014-12-17,330000.0,3,1,910,10240,1,6,2014,4,12
15880,2014-06-17,435000.0,2,1,1230,3800,1,7,2014,3,6
15881,2014-12-01,827235.0,3,1,1740,8560,1,8,2014,4,12
15882,2014-05-30,249950.0,4,1,1290,5000,1,7,2014,5,5
15883,2015-03-24,400000.0,3,2,1950,18533,2,8,2015,5,3
15884,2014-10-21,300499.0,4,2,2150,7944,2,8,2014,6,10
15885,2015-04-17,449000.0,4,2,1560,5220,1,7,2015,6,4
15886,2014-10-17,500000.0,2,1,1120,3220,1,7,2014,3,10
15887,2014-09-30,865000.0,3,1,1790,7526,1,7,2014,4,9
15888,2014-06-16,899950.0,4,3,3290,5414,2,9,2014,7,6
15889,2014-08-28,370000.0,4,1,1540,9541,1,7,2014,5,8
15890,2015-05-04,442500.0,5,3,4240,226097,2,8,2015,8,5
15891,2014-05-03,310000.0,3,1,1010,9945,1,6,2014,4,5
15892,2014-07-01,1565000.0,4,2,2970,12750,1,7,2014,6,7
15893,2014-09-05,245000.0,4,2,2190,9113,2,7,2014,6,9
15894,2014-11-17,254950.0,2,1,700,8100,1,6,2014,3,11
15895,2014-07-22,510000.0,6,4,3300,7480,2,8,2014,10,7
15896,2015-04-27,299950.0,3,2,1370,5000,2,7,2015,5,4
15897,2014-08-21,379950.0,4,2,2680,4500,2,8,2014,6,8
15898,2014-08-07,350000.0,3,1,1390,4820,1,7,2014,4,8
15899,2014-06-18,300000.0,3,2,1700,3575,2,7,2014,5,6
15900,2014-05-27,994000.0,3,2,2510,6339,1,8,2014,5,5
15901,2014-11-19,315000.0,3,1,1700,8067,1,7,2014,4,11
15902,2014-05-07,480500.0,4,2,2180,11200,1,8,2014,6,5
15903,2014-06-16,373000.0,3,1,1770,5720,1,7,2014,4,6
15904,2014-09-02,728000.0,4,2,3290,5951,2,9,2014,6,9
15905,2014-09-25,415000.0,4,3,3040,7125,2,8,2014,7,9
15906,2014-06-04,427500.0,4,2,2460,5091,2,9,2014,6,6
15907,2014-11-10,339300.0,3,2,970,10000,1,7,2014,5,11
15908,2014-05-27,313000.0,3,1,1320,6205,1,7,2014,4,5
15909,2014-05-22,431500.0,3,3,1900,1612,2,8,2014,6,5
15910,2015-03-09,415000.0,3,1,1220,835,1,6,2015,4,3
15911,2015-03-16,490000.0,3,1,1470,9750,1,7,2015,4,3
15912,2015-03-24,1425000.0,4,5,4630,24054,2,11,2015,9,3
15913,2015-03-30,275000.0,3,1,1400,9750,1,6,2015,4,3
15914,2015-02-17,325000.0,2,1,1070,5080,1,6,2015,3,2
15915,2014-06-10,1180000.0,5,3,3630,6000,1,9,2014,8,6
15916,2014-10-01,690000.0,4,1,1970,4590,2,7,2014,5,10
15917,2015-03-30,410000.0,4,2,2010,9474,2,7,2015,6,3
15918,2014-08-01,960000.0,4,2,2820,5934,1,9,2014,6,8
15919,2014-10-30,299250.0,3,2,2530,8669,2,9,2014,5,10
15920,2014-07-14,239000.0,2,1,710,14000,1,6,2014,3,7
15921,2014-05-02,235000.0,2,1,1210,9400,1,6,2014,3,5
15922,2014-05-27,587000.0,3,2,2370,217800,2,7,2014,5,5
15923,2014-07-01,431000.0,4,2,2300,6087,2,7,2014,6,7
15924,2014-07-07,1636000.0,3,2,3110,6765,2,9,2014,5,7
15925,2014-12-03,285000.0,3,1,1990,6500,1,7,2014,4,12
15926,2014-11-06,778000.0,3,3,2630,10156,1,9,2014,6,11
15927,2014-07-31,415000.0,3,1,1300,7975,1,7,2014,4,7
15928,2015-01-12,550285.0,2,1,1680,4500,1,8,2015,3,1
15929,2014-08-25,910000.0,3,2,2180,9865,1,8,2014,5,8
15930,2014-05-29,860000.0,3,2,2770,9136,2,10,2014,5,5
15931,2014-10-03,765000.0,3,1,2120,5000,2,7,2014,4,10
15932,2014-05-09,782000.0,4,2,2830,20345,2,10,2014,6,5
15933,2015-03-10,525000.0,3,3,1370,1764,2,8,2015,6,3
15934,2014-12-22,745000.0,3,2,2810,435600,2,9,2014,5,12
15935,2014-07-25,470000.0,3,3,3520,35512,2,8,2014,6,7
15936,2014-06-02,345000.0,3,1,1990,5650,1,7,2014,4,6
15937,2015-03-04,279000.0,3,2,2070,7800,1,7,2015,5,3
15938,2014-07-11,500000.0,3,1,1320,8100,1,7,2014,4,7
15939,2014-06-20,237000.0,3,1,1300,8160,1,7,2014,4,6
15940,2014-06-26,200500.0,3,1,1260,9346,1,7,2014,4,6
15941,2015-03-24,387500.0,4,1,2400,9900,1,7,2015,5,3
15942,2014-07-17,392500.0,4,2,1950,8040,1,7,2014,6,7
15943,2015-02-13,305000.0,3,2,1430,12430,1,7,2015,5,2
15944,2014-09-24,981000.0,4,2,2110,10100,1,8,2014,6,9
15945,2014-12-09,680000.0,4,2,2980,8770,2,10,2014,6,12
15946,2014-06-05,276000.0,4,2,2068,7242,2,7,2014,6,6
15947,2014-05-06,655500.0,4,3,3380,8330,2,8,2014,7,5
15948,2014-12-29,555000.0,5,2,2810,13144,1,8,2014,7,12
15949,2015-04-13,235000.0,2,1,930,10505,1,6,2015,3,4
15950,2015-02-19,325000.0,3,1,1300,8879,1,7,2015,4,2
15951,2014-10-30,268950.0,3,1,1320,8100,1,6,2014,4,10
15952,2014-11-10,264500.0,3,1,1580,14040,1,7,2014,4,11
15953,2014-11-10,240000.0,3,2,1620,5250,2,8,2014,5,11
15954,2015-02-20,819000.0,3,2,2750,226512,2,9,2015,5,2
15955,2015-03-31,850000.0,2,1,2210,5000,1,8,2015,3,3
15956,2014-10-22,294950.0,4,2,1740,9600,1,7,2014,6,10
15957,2014-12-15,693000.0,3,2,2120,13644,2,9,2014,5,12
15958,2014-10-15,478000.0,4,2,2780,7290,2,8,2014,6,10
15959,2015-02-05,222000.0,2,1,830,6893,1,7,2015,3,2
15960,2015-04-08,635000.0,4,2,2070,11286,2,8,2015,6,4
15961,2014-09-30,469000.0,3,3,1390,1278,2,8,2014,6,9
15962,2014-07-25,350000.0,4,2,2610,5866,2,8,2014,6,7
15963,2014-12-03,180000.0,5,1,1460,11726,1,6,2014,6,12
15964,2015-04-08,490000.0,4,2,3390,39356,1,8,2015,6,4
15965,2014-09-22,360000.0,3,1,1360,6000,1,6,2014,4,9
15966,2014-06-18,630000.0,4,2,2807,9430,2,8,2014,6,6
15967,2015-04-14,615000.0,4,1,1340,2006,1,7,2015,5,4
15968,2014-10-27,279950.0,3,2,1340,7202,2,7,2014,5,10
15969,2014-06-11,317000.0,3,1,1160,8813,1,7,2014,4,6
15970,2014-10-16,618000.0,4,2,2470,7350,1,7,2014,6,10
15971,2015-03-11,620000.0,5,1,2000,8713,1,7,2015,6,3
15972,2014-05-06,345000.0,3,1,1110,6250,1,7,2014,4,5
15973,2014-10-10,608000.0,3,1,2240,3750,1,7,2014,4,10
15974,2014-12-23,325000.0,4,2,1920,11603,2,7,2014,6,12
15975,2014-11-12,475000.0,3,1,2270,13000,1,8,2014,4,11
15976,2014-10-16,154000.0,3,3,1530,9997,1,6,2014,6,10
15977,2014-06-19,1190000.0,5,3,3330,19126,2,11,2014,8,6
15978,2014-10-23,376950.0,4,2,2643,5750,2,8,2014,6,10
15979,2014-07-29,500000.0,2,2,1250,3360,1,7,2014,4,7
15980,2015-04-23,499950.0,3,2,3230,129578,1,8,2015,5,4
15981,2015-01-27,230000.0,3,1,880,9035,1,6,2015,4,1
15982,2015-01-06,652600.0,4,2,2220,5900,2,8,2015,6,1
15983,2014-12-29,185000.0,3,1,1130,7000,1,7,2014,4,12
15984,2014-06-02,274950.0,3,1,1450,8820,1,6,2014,4,6
15985,2015-02-10,447000.0,2,1,760,6035,1,6,2015,3,2
15986,2014-06-13,129000.0,2,1,1150,30184,1,6,2014,3,6
15987,2015-03-25,436000.0,5,3,2720,9856,2,8,2015,8,3
15988,2014-10-06,825000.0,3,1,2080,5000,2,8,2014,4,10
15989,2014-10-10,225000.0,3,1,1080,16000,1,6,2014,4,10
15990,2015-03-09,265000.0,3,2,1890,6088,2,7,2015,5,3
15991,2015-03-09,765000.0,3,1,1500,5111,2,8,2015,4,3
15992,2014-11-04,509000.0,4,2,1960,2166,1,7,2014,6,11
15993,2015-03-10,762450.0,4,1,2570,8640,1,8,2015,5,3
15994,2014-12-10,465000.0,5,1,1830,9000,1,7,2014,6,12
15995,2014-06-05,564000.0,3,1,1980,6250,1,7,2014,4,6
15996,2015-04-21,384500.0,2,1,1130,5236,1,6,2015,3,4
15997,2014-10-27,415000.0,3,2,2010,33090,1,8,2014,5,10
15998,2014-12-01,345000.0,2,1,1820,8409,1,6,2014,3,12
15999,2014-06-17,465950.0,4,2,2340,6896,2,7,2014,6,6
16000,2014-08-04,325000.0,3,1,1780,11096,1,7,2014,4,8
16001,2015-02-17,500000.0,3,1,1780,11096,1,7,2015,4,2
16002,2014-10-24,450000.0,4,2,2450,20348,1,8,2014,6,10
16003,2014-10-10,475000.0,4,3,2410,8284,1,7,2014,7,10
16004,2014-05-12,1346400.0,5,1,3380,20021,1,8,2014,6,5
16005,2015-03-16,747000.0,3,1,1710,5120,2,7,2015,4,3
16006,2014-08-22,395000.0,3,1,1740,6220,1,6,2014,4,8
16007,2014-10-06,505000.0,3,2,1995,1483,3,8,2014,5,10
16008,2014-10-17,215000.0,3,2,1760,9282,1,7,2014,5,10
16009,2015-01-16,775000.0,4,3,3970,210830,2,9,2015,7,1
16010,2014-10-27,540000.0,4,2,3000,5471,2,8,2014,6,10
16011,2014-11-19,392500.0,3,1,1540,8925,1,7,2014,4,11
16012,2014-12-15,987000.0,3,2,2160,15788,1,8,2014,5,12
16013,2015-05-12,1190000.0,3,2,2160,15788,1,8,2015,5,5
16014,2014-11-13,252500.0,3,2,1810,10684,2,8,2014,5,11
16015,2015-04-23,730000.0,3,3,2440,3502,2,7,2015,6,4
16016,2014-05-05,497300.0,6,2,3200,9200,1,8,2014,8,5
16017,2014-09-24,640000.0,4,2,2970,34981,2,9,2014,6,9
16018,2014-05-13,580000.0,5,2,2290,7125,1,7,2014,7,5
16019,2014-08-18,377000.0,3,1,1820,34800,1,6,2014,4,8
16020,2014-06-06,1280000.0,4,3,3010,3600,2,9,2014,7,6
16021,2014-08-12,396500.0,3,1,1360,1488,2,7,2014,4,8
16022,2014-07-31,300000.0,4,2,2080,2999,2,8,2014,6,7
16023,2015-03-12,532000.0,3,1,1110,4800,1,7,2015,4,3
16024,2015-01-13,579000.0,2,1,1560,4500,1,8,2015,3,1
16025,2015-03-25,1400000.0,4,2,3520,7815,2,10,2015,6,3
16026,2014-10-22,571000.0,5,1,2280,43560,1,8,2014,6,10
16027,2014-07-18,301950.0,3,1,1370,9288,1,7,2014,4,7
16028,2014-06-12,660000.0,3,3,2340,2970,2,8,2014,6,6
16029,2014-06-11,455000.0,4,2,3170,10688,2,9,2014,6,6
16030,2014-12-16,375000.0,3,1,1380,5060,1,7,2014,4,12
16031,2015-01-15,470000.0,4,2,2700,6769,2,9,2015,6,1
16032,2015-03-31,374990.0,3,2,1300,10484,2,8,2015,5,3
16033,2015-04-17,541500.0,2,2,1900,3690,2,8,2015,4,4
16034,2015-04-24,782500.0,3,2,3750,7821,2,9,2015,5,4
16035,2015-05-07,264000.0,3,2,1552,3677,2,7,2015,5,5
16036,2014-07-15,640000.0,4,2,2500,7417,2,9,2014,6,7
16037,2015-02-13,660000.0,3,2,1770,8141,1,8,2015,5,2
16038,2014-06-11,1365000.0,5,3,4210,17258,2,12,2014,8,6
16039,2015-03-17,389950.0,3,2,2170,8140,2,9,2015,5,3
16040,2015-03-04,226000.0,2,1,1510,19874,1,7,2015,3,3
16041,2014-08-08,390000.0,3,1,1870,40250,1,7,2014,4,8
16042,2015-02-23,485000.0,3,2,1570,8111,2,8,2015,5,2
16043,2015-04-13,840000.0,4,2,2480,4602,2,9,2015,6,4
16044,2014-09-26,600000.0,5,3,3580,21343,1,8,2014,8,9
16045,2014-08-19,331000.0,2,1,1480,6210,1,7,2014,3,8
16046,2014-10-16,780000.0,3,2,2610,6000,1,7,2014,5,10
16047,2014-10-15,300000.0,3,1,1700,8481,2,7,2014,4,10
16048,2014-09-17,361810.0,3,1,1240,7620,1,7,2014,4,9
16049,2014-05-15,467000.0,3,1,1660,6582,1,7,2014,4,5
16050,2014-12-26,399000.0,3,1,1620,10000,1,6,2014,4,12
16051,2014-10-15,315450.0,3,1,1130,7500,1,7,2014,4,10
16052,2015-05-01,600000.0,3,1,1310,5000,1,7,2015,4,5
16053,2015-03-25,247500.0,4,2,1710,5200,1,7,2015,6,3
16054,2015-01-30,330000.0,3,1,2140,5037,1,7,2015,4,1
16055,2014-08-26,500000.0,4,2,2350,7210,1,7,2014,6,8
16056,2014-08-20,367500.0,3,1,1570,10050,1,7,2014,4,8
16057,2014-09-12,560000.0,3,2,2780,32880,1,9,2014,5,9
16058,2014-08-06,655000.0,4,1,2540,7620,1,8,2014,5,8
16059,2014-10-18,530000.0,5,2,2500,7140,1,7,2014,7,10
16060,2015-05-12,270000.0,3,2,2080,26574,1,7,2015,5,5
16061,2014-11-25,437500.0,3,2,1760,2875,2,7,2014,5,11
16062,2015-02-03,575000.0,3,1,1760,10349,1,8,2015,4,2
16063,2014-11-07,278000.0,4,2,1940,6887,2,7,2014,6,11
16064,2014-09-04,568500.0,4,2,3010,6181,2,9,2014,6,9
16065,2015-03-26,280000.0,4,3,2460,9606,1,8,2015,7,3
16066,2014-08-19,250000.0,2,1,750,6350,1,5,2014,3,8
16067,2015-03-18,247500.0,3,0,1300,72309,1,6,2015,3,3
16068,2014-12-04,1250000.0,5,2,3710,13874,1,9,2014,7,12
16069,2014-10-15,535000.0,4,2,2360,15008,1,9,2014,6,10
16070,2014-07-11,814842.0,3,2,3190,6899,2,9,2014,5,7
16071,2015-02-13,340000.0,4,2,2181,5521,2,8,2015,6,2
16072,2014-06-10,359950.0,3,1,1890,9100,2,7,2014,4,6
16073,2014-06-21,750000.0,3,1,2610,5544,1,8,2014,4,6
16074,2014-09-26,1220000.0,4,2,3090,8125,2,8,2014,6,9
16075,2014-07-03,370000.0,2,1,860,5040,1,7,2014,3,7
16076,2015-04-15,329950.0,3,1,1000,9170,1,7,2015,4,4
16077,2015-01-02,500000.0,3,2,2760,35171,2,9,2015,5,1
16078,2014-09-18,734000.0,4,2,3490,18521,2,9,2014,6,9
16079,2014-06-16,385000.0,4,2,2960,5054,2,9,2014,6,6
16080,2015-04-20,230000.0,2,1,1280,4635,1,6,2015,3,4
16081,2014-07-30,1385000.0,4,3,3230,7200,1,10,2014,7,7
16082,2014-12-18,210000.0,3,2,1830,4992,1,7,2014,5,12
16083,2014-07-31,293000.0,3,1,1420,13187,1,7,2014,4,7
16084,2014-10-30,465000.0,3,1,1580,3774,1,6,2014,4,10
16085,2015-01-12,449000.0,3,2,1960,44634,1,7,2015,5,1
16086,2015-04-14,325000.0,2,1,1670,10725,1,7,2015,3,4
16087,2014-08-19,180000.0,3,2,1670,7056,1,7,2014,5,8
16088,2015-04-13,650000.0,6,3,2960,5000,1,8,2015,9,4
16089,2014-09-24,665000.0,4,2,2420,7102,1,7,2014,6,9
16090,2014-10-17,324450.0,3,2,1420,16000,1,7,2014,5,10
16091,2015-03-06,588000.0,4,1,2170,5750,1,7,2015,5,3
16092,2014-05-21,200000.0,4,1,1310,5200,1,6,2014,5,5
16093,2014-09-05,383000.0,4,1,1830,11090,1,7,2014,5,9
16094,2014-12-15,499950.0,3,2,1360,2500,1,7,2014,5,12
16095,2015-04-21,549000.0,5,2,3440,12350,1,9,2015,7,4
16096,2015-01-22,465000.0,5,3,2010,7264,1,7,2015,8,1
16097,2014-08-14,450000.0,3,2,2450,19744,2,10,2014,5,8
16098,2015-04-23,799900.0,4,2,3030,7800,2,9,2015,6,4
16099,2015-04-06,495000.0,4,2,2480,91911,1,7,2015,6,4
16100,2014-08-22,1200000.0,3,3,4310,10842,2,10,2014,6,8
16101,2015-02-23,637000.0,4,2,2120,15000,2,8,2015,6,2
16102,2014-12-16,589000.0,4,1,2210,4366,2,8,2014,5,12
16103,2014-07-24,305000.0,3,1,1400,10350,1,7,2014,4,7
16104,2015-03-31,600000.0,4,2,2760,5200,2,7,2015,6,3
16105,2014-05-31,587000.0,4,2,2550,6256,2,9,2014,6,5
16106,2014-05-05,1425000.0,2,2,2220,4000,2,9,2014,4,5
16107,2015-03-12,250000.0,4,1,1320,11212,1,6,2015,5,3
16108,2015-04-24,515000.0,3,3,2440,3202,2,8,2015,6,4
16109,2014-05-09,833000.0,4,2,3780,10308,2,10,2014,6,5
16110,2014-06-04,860000.0,3,3,4720,32467,2,10,2014,6,6
16111,2014-09-08,550000.0,4,3,2360,6678,1,8,2014,7,9
16112,2015-03-19,180000.0,2,1,890,6000,1,6,2015,3,3
16113,2014-06-18,507000.0,4,1,1770,9375,1,7,2014,5,6
16114,2014-08-27,427000.0,3,2,1720,128066,1,7,2014,5,8
16115,2014-11-20,616950.0,3,3,2490,2722,2,8,2014,6,11
16116,2014-07-15,372000.0,4,1,1890,10550,1,7,2014,5,7
16117,2014-10-06,290000.0,2,1,1020,6380,1,7,2014,3,10
16118,2015-03-09,329990.0,4,2,2420,8438,2,8,2015,6,3
16119,2014-10-13,393500.0,3,1,1600,8156,1,7,2014,4,10
16120,2014-05-13,1550000.0,5,3,3370,17458,1,10,2014,8,5
16121,2014-05-22,240000.0,4,2,1720,8300,1,8,2014,6,5
16122,2014-05-13,285000.0,3,1,1090,8640,1,6,2014,4,5
16123,2015-04-14,382500.0,3,1,1090,9862,1,8,2015,4,4
16124,2015-03-31,1925000.0,4,3,3600,16101,1,9,2015,7,3
16125,2014-08-29,800000.0,3,2,2760,9471,1,8,2014,5,8
16126,2015-04-02,550000.0,4,3,2770,24140,2,8,2015,7,4
16127,2014-12-15,387846.0,4,1,2520,15205,1,7,2014,5,12
16128,2014-08-21,367500.0,4,2,1960,16015,1,7,2014,6,8
16129,2014-08-04,780500.0,5,1,1760,4264,2,8,2014,6,8
16130,2015-05-05,680000.0,3,1,1090,6775,1,7,2015,4,5
16131,2014-12-24,434400.0,5,1,1960,7875,1,7,2014,6,12
16132,2014-06-12,370000.0,2,1,1220,17172,1,6,2014,3,6
16133,2015-03-13,465000.0,3,1,1730,8073,1,8,2015,4,3
16134,2015-03-27,323000.0,3,2,1830,6925,1,8,2015,5,3
16135,2015-01-05,270000.0,4,2,1600,9921,2,7,2015,6,1
16136,2014-12-19,1320000.0,3,1,2040,42693,1,10,2014,4,12
16137,2014-06-27,560000.0,4,2,2710,6583,2,9,2014,6,6
16138,2015-04-28,450000.0,3,1,1140,4500,1,6,2015,4,4
16139,2014-06-26,290000.0,2,1,930,7740,1,6,2014,3,6
16140,2014-09-24,354000.0,3,2,1010,21340,1,8,2014,5,9
16141,2015-03-04,705000.0,5,3,2380,5000,2,7,2015,8,3
16142,2014-08-08,445000.0,3,2,1860,7200,1,7,2014,5,8
16143,2014-07-21,229900.0,3,1,1440,11925,1,7,2014,4,7
16144,2015-03-10,610000.0,4,2,2980,5896,2,8,2015,6,3
16145,2014-12-10,535000.0,3,3,2670,5108,2,9,2014,6,12
16146,2015-02-04,437400.0,3,1,2150,8925,1,7,2015,4,2
16147,2014-08-12,540000.0,5,2,3160,10059,2,10,2014,7,8
16148,2014-06-30,570000.0,3,2,1890,29185,1,7,2014,5,6
16149,2014-10-09,533000.0,3,2,2810,4607,2,8,2014,5,10
16150,2015-04-03,555000.0,3,2,2690,4819,2,7,2015,5,4
16151,2014-06-23,239950.0,3,1,1230,9600,1,7,2014,4,6
16152,2015-01-08,350000.0,3,1,950,9451,1,7,2015,4,1
16153,2014-06-16,245000.0,2,1,1200,4880,1,6,2014,3,6
16154,2014-06-05,456000.0,4,1,1670,9886,1,7,2014,5,6
16155,2014-08-13,465000.0,4,2,2140,7701,1,7,2014,6,8
16156,2015-01-07,445000.0,2,1,1440,4660,1,8,2015,3,1
16157,2014-07-28,517850.0,5,2,3050,7500,1,8,2014,7,7
16158,2014-09-30,329000.0,5,2,2570,7260,2,8,2014,7,9
16159,2014-05-15,512500.0,3,2,1840,2875,2,7,2014,5,5
16160,2014-06-04,365000.0,2,1,1250,8100,1,7,2014,3,6
16161,2015-03-20,450500.0,3,1,1410,9384,1,7,2015,4,3
16162,2014-10-16,915000.0,3,1,1560,8232,1,7,2014,4,10
16163,2014-06-20,205000.0,3,1,960,7314,1,6,2014,4,6
16164,2014-08-11,314000.0,4,2,1870,8449,2,8,2014,6,8
16165,2014-07-02,496000.0,2,1,900,9260,1,7,2014,3,7
16166,2015-04-16,329950.0,4,1,2050,7590,1,7,2015,5,4
16167,2014-06-16,375000.0,4,2,2400,6000,2,6,2014,6,6
16168,2014-06-20,623000.0,3,2,1850,7777,2,8,2014,5,6
16169,2014-06-19,310000.0,4,1,1220,9600,1,6,2014,5,6
16170,2015-03-04,532500.0,3,3,3140,37120,1,9,2015,6,3
16171,2014-05-28,960000.0,4,2,2410,4560,2,9,2014,6,5
16172,2014-06-28,598000.0,4,2,3130,40918,2,9,2014,6,6
16173,2014-08-14,683000.0,3,2,2300,9218,2,9,2014,5,8
16174,2015-02-17,425000.0,5,2,2840,9425,1,7,2015,7,2
16175,2014-05-06,533000.0,5,2,1800,3780,1,7,2014,7,5
16176,2014-05-13,375000.0,3,1,1190,9486,1,7,2014,4,5
16177,2014-06-04,250500.0,3,2,1710,7225,2,7,2014,5,6
16178,2014-08-06,257000.0,4,1,1900,22896,1,7,2014,5,8
16179,2014-06-24,218000.0,3,1,880,18205,1,6,2014,4,6
16180,2014-06-11,460000.0,3,2,2060,4437,1,7,2014,5,6
16181,2015-04-14,255544.0,3,1,1360,6186,1,6,2015,4,4
16182,2014-09-14,560000.0,2,2,1680,4647,1,8,2014,4,9
16183,2015-02-11,480000.0,4,2,2980,4074,2,8,2015,6,2
16184,2014-10-10,1300000.0,5,1,2130,19180,1,8,2014,6,10
16185,2015-04-26,580000.0,3,2,2650,9752,1,9,2015,5,4
16186,2014-06-28,475000.0,3,2,1700,9100,1,8,2014,5,6
16187,2014-06-30,1309500.0,4,2,2680,12215,1,9,2014,6,6
16188,2015-03-27,700000.0,3,2,2530,623779,1,8,2015,5,3
16189,2014-09-17,590000.0,3,2,2520,10223,2,10,2014,5,9
16190,2015-02-22,264500.0,3,2,1630,8346,1,8,2015,5,2
16191,2014-10-27,465000.0,2,1,730,2600,1,6,2014,3,10
16192,2015-03-23,290000.0,3,1,910,7620,1,7,2015,4,3
16193,2014-11-21,1815000.0,4,4,4510,12873,2,12,2014,8,11
16194,2014-06-15,416000.0,3,1,1110,12150,1,7,2014,4,6
16195,2015-01-28,360000.0,4,2,1450,8940,1,7,2015,6,1
16196,2014-06-02,585083.0,5,2,2910,36250,1,8,2014,7,6
16197,2014-05-12,840000.0,4,2,2600,2750,1,7,2014,6,5
16198,2015-03-24,81000.0,2,1,730,9975,1,5,2015,3,3
16199,2015-01-30,1285000.0,3,2,2440,9200,1,8,2015,5,1
16200,2014-11-25,326000.0,4,1,2290,7380,1,7,2014,5,11
16201,2015-02-24,447000.0,2,1,720,7500,1,6,2015,3,2
16202,2014-10-03,185000.0,3,1,940,7125,1,7,2014,4,10
16203,2014-07-23,439950.0,3,2,1540,7773,2,8,2014,5,7
16204,2014-10-01,234000.0,3,1,1140,10300,1,6,2014,4,10
16205,2014-12-31,485000.0,4,2,2100,8886,2,7,2014,6,12
16206,2014-07-15,750000.0,4,1,2670,6250,2,8,2014,5,7
16207,2015-05-07,865000.0,4,2,2750,5527,2,8,2015,6,5
16208,2014-06-18,287500.0,4,2,2570,9000,1,8,2014,6,6
16209,2014-07-08,375000.0,3,1,1660,9673,1,7,2014,4,7
16210,2014-09-05,565000.0,3,2,1700,8800,1,7,2014,5,9
16211,2015-02-19,260000.0,4,3,1530,8306,2,7,2015,7,2
16212,2014-10-17,190000.0,3,1,1260,10900,1,6,2014,4,10
16213,2014-09-09,399950.0,5,2,2760,6420,1,7,2014,7,9
16214,2015-03-26,275000.0,3,2,1830,7062,2,7,2015,5,3
16215,2014-12-02,528000.0,3,2,2160,4086,1,7,2014,5,12
16216,2014-10-17,315000.0,3,2,1770,9685,1,5,2014,5,10
16217,2014-08-21,614306.0,2,2,2210,5500,1,8,2014,4,8
